split,conversation_id,turn_index,utterance_id,speaker_id,text,audio_path,video_path,label
train,s01_e23_c15,7,s01_e23_c15_u007,unknown,"Yeah, they're not so bad.",,,neutral
train,s01_e23_c16,1,s01_e23_c16_u001,unknown,"Come on, come on. Damnit, damnit, damnit, damnit. This is all your fault. This is supposed to be, like, the greatest day of my life, y'know? My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",,,mad
train,s01_e23_c16,2,s01_e23_c16_u002,unknown,The woman I love is having a baby today. I've been waiting for this just as much as you have.,,,joyful
train,s01_e23_c16,3,s01_e23_c16_u003,unknown,"No no no, believe me. No one has been waiting for this as much as I have, ok? And you know what the funny thing is? When this day is over, you get to go home with the baby, ok? Where does that leave me?",,,scared
train,s01_e23_c16,4,s01_e23_c16_u004,unknown,"You get to be the baby's father. Everyone knows who you are. Who am I? There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",,,scared
train,s01_e23_c16,5,s01_e23_c16_u005,unknown,Every day is Lesbian Lover Day.,,,joyful
train,s01_e23_c16,6,s01_e23_c16_u006,unknown,This is so great.,,,joyful
train,s01_e23_c16,7,s01_e23_c16_u007,unknown,You wanna explain that?,,,neutral
train,s01_e23_c16,8,s01_e23_c16_u008,unknown,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one. And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most. And it's not even born yet. It's just, it's just the luckiest baby in the whole world. I'm sorry, you were fighting.",,,sad
train,s01_e23_c17,1,s01_e23_c17_u001,unknown,Where are they?,,,neutral
train,s01_e23_c17,2,s01_e23_c17_u002,unknown,I'm sure they'll be here soon.,,,neutral
train,s01_e23_c17,3,s01_e23_c17_u003,unknown,"Yeah, honey, they wouldn't miss this.",,,neutral
train,s01_e23_c17,4,s01_e23_c17_u004,unknown,Relax. You're only at nine centimeters. And the baby's at zero station.,,,neutral
train,s01_e23_c17,5,s01_e23_c17_u005,unknown,You are really frightening me.,,,scared
train,s01_e23_c17,7,s01_e23_c17_u007,unknown,"Somebody wanna help me, tryin' to rip out my heart. Uh, that's great. Anybody seen a nipple?",,,mad
train,s01_e23_c17,8,s01_e23_c17_u008,unknown,"All right, ten centimeters, here we go.",,,neutral
train,s01_e23_c17,9,s01_e23_c17_u009,unknown,"All right, honey, time to start pushing.",,,neutral
train,s01_e23_c17,10,s01_e23_c17_u010,unknown,But they're not here yet!,,,scared
train,s01_e23_c17,11,s01_e23_c17_u011,unknown,"I'm sorry, I can't tell the baby to wait for them.",,,sad
train,s01_e23_c17,12,s01_e23_c17_u012,unknown,"Oh, god.",,,scared
train,s01_e23_c18,1,s01_e23_c18_u001,unknown,"Ok, got the vent open.",,,neutral
train,s01_e23_c18,2,s01_e23_c18_u002,unknown,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",,,joyful
train,s01_e23_c18,3,s01_e23_c18_u003,unknown,"Ben, you ready? All right, gimme your foot. Ok, on three, Ben. One, two, three. Ok, That's it, Ben.",,,peaceful
train,s01_e23_c18,5,s01_e23_c18_u005,unknown,What do you see?,,,joyful
train,s01_e23_c18,6,s01_e23_c18_u006,unknown,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",,,joyful
train,s01_e23_c18,8,s01_e23_c18_u008,unknown,"Phoebs, It's open! It's open!",,,joyful
train,s01_e23_c18,10,s01_e23_c18_u010,unknown,Wait! You forgot your legs!,,,powerful
train,s01_e23_c19,1,s01_e23_c19_u001,unknown,"Push, push!",,,powerful
train,s01_e23_c19,2,s01_e23_c19_u002,unknown,We're here!,,,joyful
train,s01_e23_c19,3,s01_e23_c19_u003,unknown,Where have you been?,,,mad
train,s01_e23_c19,4,s01_e23_c19_u004,unknown,"Long story, honey.",,,peaceful
train,s01_e23_c19,5,s01_e23_c19_u005,unknown,"All right, Carol, I need you to keep pushing. I need Excuse me, could I have this?",,,powerful
train,s01_e23_c19,6,s01_e23_c19_u006,unknown,"All right, all right, there's a few too many people in this room, and there's about to be one more, so anybody who's not an ex-husband or a lesbian life partner, out you go!",,,joyful
train,s01_e23_c19,7,s01_e23_c19_u007,unknown,Good luck!,,,joyful
train,s01_e23_c19,9,s01_e23_c19_u009,unknown,"Let me ask you, do you have to be Carol's lesbian life partner?",,,joyful
train,s01_e23_c19,10,s01_e23_c19_u010,unknown,Out!,,,mad
train,s01_e23_c19,11,s01_e23_c19_u011,unknown,"All right, he's crowning. Here he comes.",,,joyful
train,s01_e23_c19,12,s01_e23_c19_u012,unknown,"Let me see, I gotta see, I gotta see. Oh, a head. Oh, it's, it's huge. Carol, how are you doing this?",,,scared
train,s01_e23_c19,13,s01_e23_c19_u013,unknown,Not.... helping!,,,mad
train,s01_e23_c19,14,s01_e23_c19_u014,unknown,"You're doing great, you're doing fine.",,,joyful
train,s01_e23_c19,15,s01_e23_c19_u015,unknown,"Hello! Oh, sorry.",,,joyful
train,s01_e23_c19,16,s01_e23_c19_u016,unknown,What do you see? What do you see?,,,joyful
train,s01_e23_c19,17,s01_e23_c19_u017,unknown,"We got a head, we got shoulders, we got arms, we got, oh, look at the little fingers, oh, and a chest, and a stomach. It's a boy, definitely a boy! All right! Ok, legs, knees, and feet. Oh, oh. He's here. He's a person.",,,joyful
train,s01_e23_c19,18,s01_e23_c19_u018,unknown,"Oh, look at that.",,,joyful
train,s01_e23_c19,19,s01_e23_c19_u019,unknown,What does he look like?,,,joyful
train,s01_e23_c19,20,s01_e23_c19_u020,unknown,"Kinda like my uncle Ed, covered in Jell-o.",,,joyful
train,s01_e23_c19,21,s01_e23_c19_u021,unknown,Really?,,,joyful
train,s01_e23_c19,22,s01_e23_c19_u022,unknown,"You guys, he's beautiful!",,,joyful
train,s01_e23_c19,23,s01_e23_c19_u023,unknown,"Oh, thanks, Pheebs!",,,joyful
train,s01_e23_c20,1,s01_e23_c20_u001,unknown,"No shouting, but we still need a name for this little guy.",,,peaceful
train,s01_e23_c20,2,s01_e23_c20_u002,unknown,How 'bout Ben?,,,peaceful
train,s01_e23_c20,3,s01_e23_c20_u003,unknown,I like Ben.,,,peaceful
train,s01_e23_c20,4,s01_e23_c20_u004,unknown,Ben. Ben. Ben's good. How come you never mentioned Ben before?,,,neutral
train,s01_e23_c20,5,s01_e23_c20_u005,unknown,"We uh, we just cooked it up.",,,neutral
train,s01_e23_c20,6,s01_e23_c20_u006,unknown,That's what we were off doing.,,,neutral
train,s01_e23_c20,8,s01_e23_c20_u008,unknown,Hi.,,,neutral
train,s01_e23_c20,9,s01_e23_c20_u009,unknown,Hey.,,,neutral
train,s01_e23_c20,10,s01_e23_c20_u010,unknown,Can we come in?,,,neutral
train,s01_e23_c20,12,s01_e23_c20_u012,unknown,"I know, I know. Everybody, there's someone I'd like you to meet. Yeah. This is Ben. Ben, this is everybody.",,,peaceful
train,s01_e23_c20,13,s01_e23_c20_u013,unknown,"Susan, he looks just like you.",,,joyful
train,s01_e23_c20,14,s01_e23_c20_u014,unknown,Thanks.,,,peaceful
train,s01_e23_c20,15,s01_e23_c20_u015,unknown,"Oh, god, I can't believe one of us actually has one of these.",,,scared
train,s01_e23_c20,16,s01_e23_c20_u016,unknown,"I know, I still am one of these.",,,neutral
train,s01_e23_c20,17,s01_e23_c20_u017,unknown,"Ross, can I?",,,peaceful
train,s01_e23_c20,19,s01_e23_c20_u019,unknown,"The head, the head. You gotta...",,,peaceful
train,s01_e23_c20,20,s01_e23_c20_u020,unknown,"Hi, Ben. Hi. I'm your Aunt Monica. Yes I am. I'm your Aunt Monica. I...I will always have gum.",,,joyful
train,s01_e23_c21,1,s01_e23_c21_u001,unknown,"Ben, I want you to know that there may be some times when I may not be around, like this. But I'll still always come back, like this. And sometimes I may be away longer, like this. But I'll still always come back, like this.",,,joyful
train,s01_e23_c21,3,s01_e23_c21_u003,unknown,"And sometimes, I'll want you to steal third, and I'll go like this.",,,joyful
train,s01_e23_c21,5,s01_e23_c21_u005,unknown,He is so amazing.,,,joyful
train,s01_e23_c21,6,s01_e23_c21_u006,unknown,"Oh, I know. Look at him.",,,joyful
train,s01_e23_c21,7,s01_e23_c21_u007,unknown,"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",,,neutral
train,s01_e23_c21,8,s01_e23_c21_u008,unknown,"Oh, look, look, he's closing his eyes. Look, he's opening his eyes.",,,joyful
train,s01_e23_c21,9,s01_e23_c21_u009,unknown,"He doesn't do much, does he?",,,neutral
train,s01_e23_c21,10,s01_e23_c21_u010,unknown,"No, this is pretty much it.",,,neutral
train,s01_e23_c21,12,s01_e23_c21_u012,unknown,You guys wanna get some coffee?,,,joyful
train,s01_e23_c21,13,s01_e23_c21_u013,unknown,Yeah.,,,neutral
train,s01_e23_c21,14,s01_e23_c21_u014,unknown,"All right, I'll see you guys later.",,,neutral
train,s01_e23_c21,16,s01_e23_c21_u016,unknown,"Oh, look, he's closing his eyes again.",,,joyful
train,s01_e24_c01,1,s01_e24_c01_u001,unknown,And here's little Ben nodding off...,,,neutral
train,s01_e24_c01,2,s01_e24_c01_u002,unknown,"Awww, look at Aunt Monica's little boy!",,,joyful
train,s01_e24_c01,3,s01_e24_c01_u003,unknown,"Oh, look, he's got Ross's haircut!",,,joyful
train,s01_e24_c01,4,s01_e24_c01_u004,unknown,"Oh, let me see! Oh, God, is he just the sweetest thing? You must just want to kiss him all over!",,,joyful
train,s01_e24_c01,6,s01_e24_c01_u006,unknown,That would be nice.,,,sad
train,s01_e24_c01,8,s01_e24_c01_u008,unknown,Pardon?,,,neutral
train,s01_e24_c01,9,s01_e24_c01_u009,unknown,"Nothing, just a little extra air in my mouth. Pffft. Pffffffft.",,,neutral
train,s01_e24_c01,11,s01_e24_c01_u011,unknown,"Hey, Chan, can you help me out here? I promise I'll pay you back.",,,neutral
train,s01_e24_c01,12,s01_e24_c01_u012,unknown,"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars.",,,mad
train,s01_e24_c01,13,s01_e24_c01_u013,unknown,"I will, really. I'll pay you back this time.",,,neutral
train,s01_e24_c01,14,s01_e24_c01_u014,unknown,... And where's this money coming from?,,,mad
train,s01_e24_c01,15,s01_e24_c01_u015,unknown,Well... I'm helping out down at the N.Y.U. Med School with some... research.,,,neutral
train,s01_e24_c01,16,s01_e24_c01_u016,unknown,What kind of research?,,,neutral
train,s01_e24_c01,17,s01_e24_c01_u017,unknown,"Oh, just, y'know.... science.",,,neutral
train,s01_e24_c01,18,s01_e24_c01_u018,unknown,"Science. Yeah, I think I've heard of that.",,,neutral
train,s01_e24_c01,19,s01_e24_c01_u019,unknown,... It's a fertility study.,,,neutral
train,s01_e24_c01,21,s01_e24_c01_u021,unknown,"Oh, Joey, please tell me you're only donating your time.",,,neutral
train,s01_e24_c01,22,s01_e24_c01_u022,unknown,"Alright, come on you guys, it's not that big a deal. Really... I mean, I just go down there every other day and... make my contribution to the project. Hey, hey, but at the end of two weeks, I get seven hundred dollars.",,,neutral
train,s01_e24_c01,23,s01_e24_c01_u023,unknown,Hey.,,,neutral
train,s01_e24_c01,24,s01_e24_c01_u024,unknown,"Wow, ooh, you're gonna be making money hand over fist!",,,joyful
train,s01_e24_c03,1,s01_e24_c03_u001,unknown,"I mean, this is unbelievable.",,,joyful
train,s01_e24_c03,2,s01_e24_c03_u002,unknown,"I know. This is really, really huge.",,,joyful
train,s01_e24_c03,3,s01_e24_c03_u003,unknown,No it's not. It's small. It's tiny. It's petite. It's wee.,,,powerful
train,s01_e24_c03,4,s01_e24_c03_u004,unknown,Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,,,joyful
train,s01_e24_c03,5,s01_e24_c03_u005,unknown,"OK, is there a mute button on this woman?",,,powerful
train,s01_e24_c03,6,s01_e24_c03_u006,unknown,"I think this is so great! I mean, you and Ross! D-did you have any idea?",,,joyful
train,s01_e24_c03,7,s01_e24_c03_u007,unknown,"No! None! I mean, my first night in the city, he mentioned something about asking me out, but nothing ever happened, so I just... : W-well, what else did he say? I mean, does he, like, want to go out with me?",,,joyful
train,s01_e24_c03,8,s01_e24_c03_u008,unknown,"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",,,joyful
train,s01_e24_c03,9,s01_e24_c03_u009,unknown,"Ross? All this time? Well, I've got to talk to him.",,,joyful
train,s01_e24_c03,10,s01_e24_c03_u010,unknown,H-He's in China!,,,scared
train,s01_e24_c03,11,s01_e24_c03_u011,unknown,The country.,,,neutral
train,s01_e24_c03,12,s01_e24_c03_u012,unknown,"No, no, wait. His flight doesn't leave for another forty-five more minutes.",,,neutral
train,s01_e24_c03,13,s01_e24_c03_u013,unknown,What about the time difference?,,,neutral
train,s01_e24_c03,14,s01_e24_c03_u014,unknown,From here to the airport?,,,scared
train,s01_e24_c03,15,s01_e24_c03_u015,unknown,Yes! You're never gonna make it!,,,powerful
train,s01_e24_c03,16,s01_e24_c03_u016,unknown,"Rachel, what're you gonna say to him?",,,neutral
train,s01_e24_c03,17,s01_e24_c03_u017,unknown,I-I-I don't know.,,,scared
train,s01_e24_c03,18,s01_e24_c03_u018,unknown,Well then maybe you shouldn't go.,,,neutral
train,s01_e24_c03,19,s01_e24_c03_u019,unknown,"He's right, cause if you're just gonna, like, break his heart, that's the kind of thing that can wait.",,,neutral
train,s01_e24_c03,20,s01_e24_c03_u020,unknown,"Yeah, but if it's good news, you should tell him now.",,,joyful
train,s01_e24_c03,21,s01_e24_c03_u021,unknown,I don't know. Maybe I'll know when I see him.,,,scared
train,s01_e24_c03,22,s01_e24_c03_u022,unknown,"Here, look, alright, does this help?",,,neutral
train,s01_e24_c03,24,s01_e24_c03_u024,unknown,"Noooo... look, all I know is that I cannot wait a week until I see him. I mean, this is just too big. Y'know, I just, I've just gotta talk to him. I... I gotta... OK, I'll see you later.",,,neutral
train,s01_e24_c03,25,s01_e24_c03_u025,unknown,"Rachel, I love you! Deal with me first!",,,joyful
train,s01_e24_c04,2,s01_e24_c04_u002,unknown,Alright!,,,neutral
train,s01_e24_c04,3,s01_e24_c04_u003,unknown,Ni-chou chi-ma!,,,neutral
train,s01_e24_c04,5,s01_e24_c04_u005,unknown,"Ross! Excuse me, pardon me, excuse me....",,,neutral
train,s01_e24_c04,7,s01_e24_c04_u007,unknown,Hi!,,,neutral
train,s01_e24_c04,8,s01_e24_c04_u008,unknown,Hi.,,,joyful
train,s01_e24_c04,9,s01_e24_c04_u009,unknown,May I see your boarding pass?,,,neutral
train,s01_e24_c04,10,s01_e24_c04_u010,unknown,"Oh, no, no, I don't have one. I just need to talk to my friend.",,,neutral
train,s01_e24_c04,11,s01_e24_c04_u011,unknown,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",,,neutral
train,s01_e24_c04,12,s01_e24_c04_u012,unknown,"No, I know, but Ihe just went on. He's right there, he's got the blue jacket on, I... can I j-just...",,,neutral
train,s01_e24_c04,13,s01_e24_c04_u013,unknown,No no no! Federal regulations!,,,scared
train,s01_e24_c04,14,s01_e24_c04_u014,unknown,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",,,mad
train,s01_e24_c04,15,s01_e24_c04_u015,unknown,Alright. What's the message?,,,scared
train,s01_e24_c04,16,s01_e24_c04_u016,unknown,Uh... I don't know.,,,neutral
train,s01_e24_c04,18,s01_e24_c04_u018,unknown,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",,,sad
train,s01_e24_c04,19,s01_e24_c04_u019,unknown,What?,,,powerful
train,s01_e24_c04,20,s01_e24_c04_u020,unknown,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",,,scared
train,s01_e24_c04,21,s01_e24_c04_u021,unknown,": Toby... Oh, for God's sake, I don't know what she's talking about! There's no Rachel! Don't give me that deep freeze.",,,joyful
train,s01_e24_c05,1,s01_e24_c05_u001,unknown,"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",,,neutral
train,s01_e24_c05,2,s01_e24_c05_u002,unknown,"Heh, heh. It was nothin'.",,,joyful
train,s01_e24_c05,3,s01_e24_c05_u003,unknown,"Well, now we've gotta find something fun for you!",,,joyful
train,s01_e24_c05,4,s01_e24_c05_u004,unknown,"Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",,,scared
train,s01_e24_c05,5,s01_e24_c05_u005,unknown,M-Me again?,,,joyful
train,s01_e24_c05,6,s01_e24_c05_u006,unknown,Sure! Why not?,,,joyful
train,s01_e24_c05,7,s01_e24_c05_u007,unknown,"Boy, somebody's gonna get a big fruit basket tomorrow.",,,joyful
train,s01_e24_c05,9,s01_e24_c05_u009,unknown,"Oooh, I gotta tell you... you are nothing like I thought you would be.",,,joyful
train,s01_e24_c05,10,s01_e24_c05_u010,unknown,How do you mean?,,,neutral
train,s01_e24_c05,11,s01_e24_c05_u011,unknown,"I don't know, I-I guess I just had you pegged as one of those guys who're always 'me, me, me.' But you... you're a giver. You're like the most generous man I ever met. I mean... you're practically a woman.",,,joyful
train,s01_e24_c06,1,s01_e24_c06_u001,unknown,"Uh, so, uh, Rach, uh... do you wanna save this wrapping paper, I mean, it's only a little bit torn... so are you gonna go for it with Ross or should I just throw it out?",,,peaceful
train,s01_e24_c06,2,s01_e24_c06_u002,unknown,"I don't know. I don't know... I thought about it all the way there, and I thought about it all the way back... and, uh, oh, you guys, y'know, it's Ross. Y'know what I mean? I mean, it's Ross.",,,scared
train,s01_e24_c06,3,s01_e24_c06_u003,unknown,Sure.,,,joyful
train,s01_e24_c06,4,s01_e24_c06_u004,unknown,"I don't know, I mean, this is just my initial gut feeling... but I'm thinking... oh, I'm thinking it'd be really great.",,,joyful
train,s01_e24_c06,5,s01_e24_c06_u005,unknown,"Oh my God, me too! Oh! Oh, we'd be like friends-in-law! Y'know what the best part is? The best part is that you already know everything about him! I mean, it's like starting on the fifteenth date!",,,joyful
train,s01_e24_c06,6,s01_e24_c06_u006,unknown,"Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",,,peaceful
train,s01_e24_c06,7,s01_e24_c06_u007,unknown,Another good point.,,,neutral
train,s01_e24_c06,8,s01_e24_c06_u008,unknown,"No, I mean, I mean, when you're at the fifteenth date, y'know, you're already in a very relationshippy place. Y'know, it's... you're committed.",,,peaceful
train,s01_e24_c06,9,s01_e24_c06_u009,unknown,Huh?,,,scared
train,s01_e24_c06,10,s01_e24_c06_u010,unknown,"Well, I mean, then what happens if it doesn't work out?",,,scared
train,s01_e24_c06,11,s01_e24_c06_u011,unknown,Why isn't it working out?,,,scared
train,s01_e24_c06,12,s01_e24_c06_u012,unknown,I don't know... sometimes it doesn't.,,,scared
train,s01_e24_c06,13,s01_e24_c06_u013,unknown,Is he not cute enough for you?,,,mad
train,s01_e24_c06,14,s01_e24_c06_u014,unknown,No!,,,sad
train,s01_e24_c06,15,s01_e24_c06_u015,unknown,Does he not make enough money?,,,mad
train,s01_e24_c06,16,s01_e24_c06_u016,unknown,"No, I'm just....",,,scared
train,s01_e24_c06,17,s01_e24_c06_u017,unknown,Maybe there's someone else.,,,neutral
train,s01_e24_c06,18,s01_e24_c06_u018,unknown,Wha...,,,joyful
train,s01_e24_c06,19,s01_e24_c06_u019,unknown,Is there? Is there someone else?,,,mad
train,s01_e24_c06,20,s01_e24_c06_u020,unknown,No! There is.. there is noone else!,,,scared
train,s01_e24_c06,21,s01_e24_c06_u021,unknown,Then why the hell are you dumping my brother?!?,,,scared
train,s01_e24_c07,1,s01_e24_c07_u001,unknown,"Hey, big...",,,neutral
train,s01_e24_c07,2,s01_e24_c07_u002,unknown,Shhhh!,,,scared
train,s01_e24_c07,3,s01_e24_c07_u003,unknown,...spender.,,,joyful
train,s01_e24_c07,4,s01_e24_c07_u004,unknown,She's still asleep.,,,neutral
train,s01_e24_c07,5,s01_e24_c07_u005,unknown,So how'd it go?,,,neutral
train,s01_e24_c07,6,s01_e24_c07_u006,unknown,"Oh, it was amazing. You know how you always think you're great in bed?",,,joyful
train,s01_e24_c07,7,s01_e24_c07_u007,unknown,The fact that you'd even ask that question shows how little you know me.,,,joyful
train,s01_e24_c07,8,s01_e24_c07_u008,unknown,"Well, it's like, last night, I couldn't do the thing that usually makes me great. So I had to do all this other stuff. And the response I got... man, oh man, it was like a ticker tape parade!",,,joyful
train,s01_e24_c07,9,s01_e24_c07_u009,unknown,"Yes, I know, as it happens my room is very very close to the parade route.",,,mad
train,s01_e24_c07,10,s01_e24_c07_u010,unknown,"It was amazing! And not just for her... uh-uh. For me, too. It's like, all of a sudden, I'm blind. But all my other senses are heightened, y'know? It's like... I was able to appreciate it on another level.",,,joyful
train,s01_e24_c07,11,s01_e24_c07_u011,unknown,I didn't know you had another level.,,,neutral
train,s01_e24_c07,12,s01_e24_c07_u012,unknown,I know! Neither did I!,,,joyful
train,s01_e24_c08,1,s01_e24_c08_u001,unknown,"Hey, great skirt! Birthday present?",,,joyful
train,s01_e24_c08,2,s01_e24_c08_u002,unknown,Yeah.,,,peaceful
train,s01_e24_c08,3,s01_e24_c08_u003,unknown,"Oh, from who?",,,neutral
train,s01_e24_c08,4,s01_e24_c08_u004,unknown,From you. I exchanged the blouse you got me.,,,peaceful
train,s01_e24_c08,5,s01_e24_c08_u005,unknown,"Well, it's the thought. Hey, doesn't Ross's flight get in in a couple hours? At gate 27-B?",,,peaceful
train,s01_e24_c08,6,s01_e24_c08_u006,unknown,"Uh, yeah. Uh, Monica, y'know, honey, I've been thinking about it and I've decided thisthis whole Ross thing, it's just not a good idea.",,,scared
train,s01_e24_c08,7,s01_e24_c08_u007,unknown,"Oh, why?",,,scared
train,s01_e24_c08,8,s01_e24_c08_u008,unknown,"Because, I feel like I wouldn't just be going out with him. I would be going out with all of you. Oh, and there would just be all this pressure, and I don't wanna...",,,scared
train,s01_e24_c08,9,s01_e24_c08_u009,unknown,"No, no, no, no, no, no pressure, no pressure!",,,scared
train,s01_e24_c08,10,s01_e24_c08_u010,unknown,"Monica, nothing has even happened yet, and you're already so...",,,scared
train,s01_e24_c08,11,s01_e24_c08_u011,unknown,"I am not 'so'! OK, I was a teensy bit weird at first, but... I'll be good. I promise.",,,peaceful
train,s01_e24_c08,13,s01_e24_c08_u013,unknown,Who is it?,,,neutral
train,s01_e24_c08,14,s01_e24_c08_u014,unknown,"It's me, Carl.",,,neutral
train,s01_e24_c08,15,s01_e24_c08_u015,unknown,C'mon up.,,,neutral
train,s01_e24_c08,16,s01_e24_c08_u016,unknown,Behind my brother's back? ... is exactly the kind of crazy thing you won't be hearing from me.,,,mad
train,s01_e24_c09,1,s01_e24_c09_u001,unknown,Seven hundred bucks!,,,joyful
train,s01_e24_c09,2,s01_e24_c09_u002,unknown,"Alright, you did it! Do we have any fruit?",,,joyful
train,s01_e24_c09,3,s01_e24_c09_u003,unknown,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",,,neutral
train,s01_e24_c09,4,s01_e24_c09_u004,unknown,"Really? So, you're gonna stick with this 'it's all for her' thing?",,,neutral
train,s01_e24_c09,5,s01_e24_c09_u005,unknown,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",,,joyful
train,s01_e24_c11,1,s01_e24_c11_u001,unknown,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",,,scared
train,s01_e24_c11,3,s01_e24_c11_u003,unknown,"For God's sake, will you let it go? There's no Rachel!",,,mad
train,s01_e24_c11,5,s01_e24_c11_u005,unknown,"Oh, hey, hey, I got that.",,,neutral
train,s01_e24_c11,7,s01_e24_c11_u007,unknown,"Oh, thanks, sweetie.",,,neutral
train,s01_e24_c11,8,s01_e24_c11_u008,unknown,No problem. I cannot wait for you to meet my friends.,,,neutral
train,s01_e24_c11,9,s01_e24_c11_u009,unknown,Really?,,,neutral
train,s01_e24_c11,10,s01_e24_c11_u010,unknown,Yeah.,,,neutral
train,s01_e24_c11,11,s01_e24_c11_u011,unknown,You don't think they'll judge and ridicule me?,,,scared
train,s01_e24_c11,12,s01_e24_c11_u012,unknown,"No, no, they will. I just... uh...",,,neutral
train,s01_e24_c11,13,s01_e24_c11_u013,unknown,Can't wait.,,,neutral
train,s01_e24_c11,14,s01_e24_c11_u014,unknown,"Come on, they're gonna love you.",,,neutral
train,s02_e01_c02,2,s02_e01_c02_u002,unknown,Oh my god. Oh my god. Excuse me. Move! Move! Emergency! Excuse me!,,,joyful
train,s02_e01_c02,3,s02_e01_c02_u003,unknown,Rach!,,,joyful
train,s02_e01_c02,4,s02_e01_c02_u004,unknown,"Oh, there you are! Hi! Oh, so, so, how was China, you?",,,joyful
train,s02_e01_c02,5,s02_e01_c02_u005,unknown,"It was, it was great. Oh, what happened?",,,scared
train,s02_e01_c02,6,s02_e01_c02_u006,unknown,What?,,,scared
train,s02_e01_c02,7,s02_e01_c02_u007,unknown,You're bleeding.,,,scared
train,s02_e01_c02,8,s02_e01_c02_u008,unknown,"I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. Come on. I wanna hear everything! Everything.",,,joyful
train,s02_e01_c02,9,s02_e01_c02_u009,unknown,"Well, where do I start? This is Julie. Julie, this is Rachel.",,,joyful
train,s02_e01_c02,10,s02_e01_c02_u010,unknown,"These are, these aren't for you. These are for you. Welcome to our country.",,,neutral
train,s02_e01_c02,11,s02_e01_c02_u011,unknown,Thank you. I'm from New York.,,,peaceful
train,s02_e01_c02,12,s02_e01_c02_u012,unknown,"Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",,,peaceful
train,s02_e01_c04,2,s02_e01_c04_u002,unknown,"Hey, Rach, can I get some coffee?",,,neutral
train,s02_e01_c04,3,s02_e01_c04_u003,unknown,"Yeah, sure.",,,neutral
train,s02_e01_c04,4,s02_e01_c04_u004,unknown,Thank you.,,,joyful
train,s02_e01_c04,5,s02_e01_c04_u005,unknown,"Hey, Rach, can I get...",,,neutral
train,s02_e01_c04,6,s02_e01_c04_u006,unknown,Did you talk to him?,,,scared
train,s02_e01_c04,7,s02_e01_c04_u007,unknown,Not yet.,,,neutral
train,s02_e01_c04,8,s02_e01_c04_u008,unknown,"Then, no.",,,mad
train,s02_e01_c04,9,s02_e01_c04_u009,unknown,"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",,,neutral
train,s02_e01_c04,10,s02_e01_c04_u010,unknown,"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",,,mad
train,s02_e01_c04,11,s02_e01_c04_u011,unknown,God?,,,scared
train,s02_e01_c04,12,s02_e01_c04_u012,unknown,"It was you, pal.",,,joyful
train,s02_e01_c04,13,s02_e01_c04_u013,unknown,"Well, maybe it was God, doing me.",,,scared
train,s02_e01_c04,14,s02_e01_c04_u014,unknown,"Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I have to say, I never would've gone for it with her if it hadn't been for you.",,,sad
train,s02_e01_c04,15,s02_e01_c04_u015,unknown,"Well, you owe me one, big guy.",,,powerful
train,s02_e01_c04,16,s02_e01_c04_u016,unknown,Here's your lemonade.,,,neutral
train,s02_e01_c04,17,s02_e01_c04_u017,unknown,I didn't order lemonade.,,,neutral
train,s02_e01_c04,18,s02_e01_c04_u018,unknown,"Oh. Well then, you better go take that back because they're gonna charge you for that.",,,neutral
train,s02_e01_c04,19,s02_e01_c04_u019,unknown,But...,,,neutral
train,s02_e01_c04,20,s02_e01_c04_u020,unknown,"Go-go-go-go, come on! So uh, what did you find out?",,,scared
train,s02_e01_c04,21,s02_e01_c04_u021,unknown,"He said...he said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself! Without any outside help whatsoever.",,,sad
